abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
"Even though Senate Democrats reached agreement on a $110 billion mix of tax increases and spending cuts, the chances of a deal to head off automatic spending cuts have still receded.","WASHINGTON — Senate Democratic leaders reached agreement Thursday on a $110 billion mix of tax increases and spending cuts to head off automatic spending cuts through the end of the year. But with even some Democrats tepid on the proposal, the chances of a deal before the March 1 deadline have receded.","{'main': 'Senate Democrats Offer a Proposal to Head Off Automatic Cuts', 'kicker': None, 'content_kicker': None, 'print_headline': 'Senate Democrats Offer a Proposal to Head Off Automatic Cuts', 'name': None, 'seo': None, 'sub': None}",Senate Democrats Offer a Proposal to Head Off Automatic Cuts,0.0,0.0,0.0,0.0,0.0,0.0,2013,2
"Though President Obama pledged that Democrats would not take corporate money for their convention in Charlotte, a $10 million loan from Duke Energy has not been repaid.","When Duke Energy extended a $10 million line of credit to the committee organizing the Democratic convention in Charlotte, N.C., last summer, it seemed to be a sign that President Obama would not make good on his pledge to keep his party’s nominating festivities free of corporate favor banking.","{'main': 'Duke Energy Loan for Democrats’ Convention Remains Unpaid', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Duke Energy Loan for Democrats’ Convention Remains Unpaid,0.0,0.0,0.275,0.3666666666666667,0.2,0.4,2013,2
"The announcement by the departing defense secretary, Leon E. Panetta, of the Distinguished Warfare Medal recognized the changing nature of warfare.","WASHINGTON — If drone pilots and computer experts had any doubts that they truly are central to the new way of combat, Defense Secretary Leon E. Panetta used his valedictory Pentagon news conference on Wednesday to make it clear: he established a new medal just for them.","{'main': 'A New Medal Honors Drone Pilots and Computer Experts', 'kicker': None, 'content_kicker': None, 'print_headline': 'A New Medal Honors Drone Pilots and Computer Experts', 'name': None, 'seo': None, 'sub': None}",A New Medal Honors Drone Pilots and Computer Experts,0.0,0.0,0.09318181818181817,0.3856060606060606,0.13636363636363635,0.45454545454545453,2013,2
Defense lawyers kept the focus on the legitimacy of the military tribunal process that the government is using instead of a civilian trial.,"FORT MEADE, Md. — The retired admiral who runs the military commissions system was called to testify at a tribunal hearing on Thursday in the case involving the terrorist attacks of Sept. 11, 2001 — and ended up arguing with a lower-ranking Navy defense lawyer about his handling of the matter.","{'main': 'Legal Clashes at Hearing for Defendants in 9/11 Case', 'kicker': None, 'content_kicker': None, 'print_headline': 'Legal Clashes at Hearing For Defendants in 9/11 Case', 'name': None, 'seo': None, 'sub': None}",Legal Clashes at Hearing for Defendants in 9/11 Case,-0.1,0.1,-0.1,0.1,0.2,0.2,2013,2
"As revenues from gasoline taxes fail to keep pace with the costs of transportation infrastructure, governments look for new solutions.","In the great taxation debate of 2013, there is another issue that is bedeviling lawmakers at the state and federal level.","{'main': 'Governments Look for New Ways to Pay for Roads and Bridges', 'kicker': None, 'content_kicker': None, 'print_headline': 'Governments Look for New Ways to Pay for Roads and Bridges', 'name': None, 'seo': None, 'sub': None}",Governments Look for New Ways to Pay for Roads and Bridges,-0.18181818181818182,0.37727272727272726,0.8,0.75,0.13636363636363635,0.45454545454545453,2013,2
Maureen O’Connor blamed an addiction aggravated by a brain tumor for a gargantuan spree that she financed in part by taking from her husband’s charity.,"LOS ANGELES — A former mayor of San Diego spent the last decade wagering more than a billion dollars at casinos across the country, eventually liquidating her savings, auctioning her belongings, selling off real estate, borrowing from friends and taking more than $2 million from a charity set up by her late husband, a fast-food tycoon.","{'main': 'San Diego Ex-Mayor Confronts $1 Billion Gambling Problem', 'kicker': None, 'content_kicker': None, 'print_headline': 'Ex-Mayor of San Diego Confronts $1 Billion Gambling Problem', 'name': None, 'seo': None, 'sub': None}",San Diego Ex-Mayor Confronts $1 Billion Gambling Problem,-0.05,0.8,0.1142857142857143,0.29523809523809524,0.0,0.0,2013,2
"Catharine Hill, the president of Vassar College, says that including data on what college graduates earn could be “misleading.”","Catharine Hill is the president of Vassar College, a private, liberal arts institution in Poughkeepsie, N.Y.","{'main': 'College President Raises Concerns About Obama’s College Scorecard', 'kicker': 'The Choice', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",College President Raises Concerns About Obama’s College Scorecard,0.0,0.0,0.0,0.375,0.0,0.0,2013,2
"During his State of the Union address Tuesday, President Obama doubled down on his vision for renewable energy, but in Texas, the Legislature is less enthusiastic.","During his State of the Union address Tuesday, President Obama doubled down on his vision for renewable energy, calling for more wind and solar power.","{'main': 'Clean Energy Faces Hurdles in Legislature', 'kicker': 'The Texas Tribune', 'content_kicker': None, 'print_headline': 'Clean Energy Faces Hurdles In Legislature', 'name': None, 'seo': None, 'sub': None}",Clean Energy Faces Hurdles in Legislature,0.0925925925925926,0.4185185185185185,0.17222222222222222,0.3944444444444445,0.3666666666666667,0.7000000000000001,2013,2
"Representative Jason Villalba, accused by some Republicans of being too moderate, takes his place as a freshman Hispanic legislator as Texas’ demographics continue to shift.","Representative Jason Villalba sat in his office in the far reaches of the Capitol extension hallways usually reserved for newer lawmakers, and talked about how he found his political inspiration at a young age. ","{'main': 'As Demographics Shift, a Freshman Hispanic Legislator Makes His Stands', 'kicker': 'The Texas Tribune', 'content_kicker': None, 'print_headline': 'As Demographics Shift, a Freshman Hispanic Legislator Makes His Stands', 'name': None, 'seo': None, 'sub': None}","As Demographics Shift, a Freshman Hispanic Legislator Makes His Stands",0.0,0.7,-0.012499999999999997,0.4375,0.0,0.0,2013,2
An investigation that experts say could last months will focus on the engine fire that knocked out power and plumbing for the Carnival cruise ship Triumph.,"MOBILE, Ala. — After five days aboard the lifeless cruise ship Triumph, most of the 4,200 passengers and crew members finally reached their homes on Friday as Carnival Cruise Lines hauled the Triumph to a shipyard for inspection and repairs.","{'main': 'Its Passengers Departed, Cruise Ship to Undergo Inspection', 'kicker': None, 'content_kicker': None, 'print_headline': 'Its Passengers Departed, Cruise Ship to Undergo Inspection', 'name': None, 'seo': None, 'sub': None}","Its Passengers Departed, Cruise Ship to Undergo Inspection",0.0,0.06666666666666667,0.25,0.75,0.0,0.0,2013,2
"Political news from today’s Times, plus a look at what’s happening in Washington.",In Today’s Times:,"{'main': 'The Early Word: Blocked', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",The Early Word: Blocked,0.0,0.1,0.0,0.0,0.1,0.3,2013,2
"Our quirky, discerning picks for the most interesting things to do around the state this week.",AUSTIN,"{'main': 'GTT ★', 'kicker': 'Texas Monthly', 'content_kicker': None, 'print_headline': 'GTT', 'name': None, 'seo': None, 'sub': None}",GTT ★,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,2013,2
"Senator Ted Cruz, Republican of Texas, has quickly made his presence felt with brash moves that have raised the hackles of colleagues from both parties.","WASHINGTON — As the Senate edged toward a divisive filibuster vote on Chuck Hagel’s nomination to be defense secretary, Senator Ted Cruz, Republican of Texas, sat silent and satisfied in the corner of the chamber — his voice lost to laryngitis — as he absorbed what he had wrought in his mere seven weeks of Senate service.","{'main': 'Texas Senator Goes on Attack and Raises Bipartisan Hackles', 'kicker': None, 'content_kicker': None, 'print_headline': 'Texas Senator Goes on Attack And Raises Bipartisan Hackles', 'name': None, 'seo': None, 'sub': None}",Texas Senator Goes on Attack and Raises Bipartisan Hackles,0.06666666666666665,0.7,0.07500000000000001,0.625,0.0,0.0,2013,2
Top state lawmakers are taking another look at an underutilized scholarship program meant for students in poorly performing schools who want to transfer.,A scholarship to help those students trapped in failing public schools to attend a school of their choice is near the top of the legislative agenda for several top lawmakers.,"{'main': 'Powerful State Lawmakers Push for a New Public-School Scholarship Program', 'kicker': 'The Texas Tribune', 'content_kicker': None, 'print_headline': 'Powerful State Lawmakers Push for a New Public-School Scholarship Program', 'name': None, 'seo': None, 'sub': None}",Powerful State Lawmakers Push for a New Public-School Scholarship Program,0.04999999999999999,0.55,0.15,0.24444444444444446,0.21818181818181817,0.7272727272727273,2013,2
"The Atlanta BeltLine is an ambitious proposal to transform 22 miles of vine-covered railroad into parks, housing and public transit around the city.","ATLANTA — Until last year, the old railroad tracks that snaked through east Atlanta were derelict. Kudzu, broken bottles and plastic bags covered the rusting rails.","{'main': 'Now Atlanta Is Turning Old Tracks Green', 'kicker': None, 'content_kicker': None, 'print_headline': 'Now Atlanta Is Turning Old Tracks Green', 'name': None, 'seo': None, 'sub': None}",Now Atlanta Is Turning Old Tracks Green,0.125,0.4083333333333333,-0.10000000000000002,0.22222222222222224,-0.05,0.25,2013,2
"A dental examination confirmed that the body was that of Christopher J. Dorner, who the authorities believe killed four people, including two police officers.","LOS ANGELES — The scorched body found inside the burned-out cabin near Big Bear Lake where law enforcement officers were caught in a deadly shootout this week has been positively identified as that of Christopher J. Dorner, the authorities announced on Thursday.","{'main': 'Body in Cabin Is Identified as Former Los Angeles Officer', 'kicker': None, 'content_kicker': None, 'print_headline': 'Body in Cabin Is Identified as Former Los Angeles Officer', 'name': None, 'seo': None, 'sub': None}",Body in Cabin Is Identified as Former Los Angeles Officer,0.1,0.5,0.031818181818181815,0.36136363636363633,0.0,0.0,2013,2
